irregularity	n.	/ɪˌreɡjʊˈlærəti/	不规则；不整齐	The doctor noticed an irregularity in his heartbeat.	2	0	3864
segment	n.	/ˈseɡmənt/	切片，部分；段，节；部分，片段	This is a segment of the orange.	3	4425	3865
memorandum	n.	/ˌmeməˈrændəm/	备忘录	I received a memorandum from the manager.	2	0	3866
scaffolding	n.	/ˈskæfəldɪŋ/	脚手架	The workers used scaffolding to build the wall.	2	0	3867
replacement	n.	/rɪˈpleɪsmənt/	代替；取代；置换	I need a replacement for this.	3	3930	3868
anticipate	v./vt.	/ænˈtɪsɪpeɪt/	期望，预期；预料，预期，期望；先于…行动，提前…	We anticipate a large crowd.	3	4335	3869
admiration	n.	/ˌædməˈreɪʃən/	钦佩；赞美，羡慕	I have great admiration for her.	3	4063	3870
mention	v.	/ˈmenʃən/	提及	Don't mention it.	3	3766	3871
retention	n.	/rɪˈtenʃən/	保留，保持	Water retention can cause swelling.	2	0	3872
qualitative	adj.	/ˈkwɑːlɪteɪtɪv/	质的；定性的；性质的，定性的	We need qualitative data.	2	0	3873
precipitate	v.	/prɪˈsɪpɪteɪt/	使突然发生；猛然抛下；使沉淀	Don't precipitate a crisis.	2	0	3874
regularity	n.	/ˌreɡjəˈlærəti/	规则性；整齐，端正	The clock ticks with perfect regularity.	2	0	3875
literature	n.	/ˈlɪtərətʃər/	文学，文学作品；文献，图书资料	She is studying English literature.	3	4402	3876
transaction	n.	/trænˈzækʃən/	交易；处理；交易，业务	The transaction was completed successfully.	3	4186	3877
comprehensive	adj.	/ˌkɑːmprɪˈhensɪv/	综合的，全面的；广泛的；综合的	We need a comprehensive plan.	3	3942	3878
legitimate	vt./adj.	/ləˈdʒɪtɪmət/	合情合理的；合理的，法律认可的；使合法	Is this a legitimate business?	2	0	3879
location	n.	/loʊˈkeɪʃən/	定位，测位	The location of the store is convenient.	3	4339	3880
underestimate	n./v./vt.	/ˌʌndərˈestɪmeɪt/	低估；低估，看轻；对…估计不足，低估	Don't underestimate the importance of practice.	2	0	3881
experimentation	n.	/ɪkˌsperɪmenˈteɪʃən/	实验；试验	Experimentation is key to discovery.	2	0	3882
prescription	n.	/prɪˈskrɪpʃən/	药方，处方；处方药；处方，药方，药	I need to get my prescription filled.	3	4271	3883
biodiversity	n.	/ˌbaɪoʊdaɪˈvɜːrsəti/	生物多样性	Biodiversity is important for a healthy planet.	2	0	3884
popularity	n.	/ˌpɒpjuˈlærəti/	通俗性；普及，流行；声望	The song gained popularity quickly.	3	3794	3885
indicative	n./adj.	/ɪnˈdɪkətɪv/	指示的；陈述的；标示的，指示的，象征的	The results are indicative of a problem.	2	0	3886
connection	n.	/kəˈnekʃən/	连接；联系；连接物，连接点	I have a connection with that company.	3	4399	3887
execution	n.	/ˌeksɪˈkjuːʃən/	实行，执行；处死刑；死刑	The plan's execution was flawless.	2	0	3888
interconnect	v.	/ˌɪntərkəˈnekt/	使互相联系	The computers are interconnected.	3	4269	3889
notable	n./adj.	/ˈnoʊtəbəl/	值得注意的；著名的；值得注意的，显著的	She is a notable scientist.	2	0	3890
acquaintance	n.	/əˈkweɪntəns/	熟人；认识，了解	He is just an acquaintance.	3	4369	3891
pension	n.	/ˈpɛnʃən/	养老金	He lives on his pension.	3	4112	3892
partition	n./vt.	/pɑːrˈtɪʃən/	分开，分割；隔墙；分隔物，隔墙	We need to partition the hard drive.	2	0	3893
duplication	n.	/ˌduːplɪˈkeɪʃən/	复制品	Avoid duplication of effort.	2	0	3894
intellectual	n./adj.	/ˌɪntəˈlektʃuəl/	智力的；知识分子	She is an intellectual woman.	3	3935	3895
saleable	adj.	/ˈseɪləbəl/	适合销售的	The product is easily saleable.	2	0	3896
reproduction	n.	/ˌriːprəˈdʌkʃən/	繁殖；再生（产）	This is a reproduction of the painting.	2	0	3897
fraction	n.	/ˈfrækʃn/	分数；小部分，片断；【数】分数	A fraction of the students passed.	3	4412	3898
infinitely	adv.	/ˈɪnfɪnətli/	无限地，无边地	The universe is infinitely large.	2	0	3899
realization	n.	/ˌriːəlaɪˈzeɪʃən/	（理想等的）实现	The realization dawned on me.	2	0	3900
demonstrate	vt.	/ˈdemənstreɪt/	说明，论证；表露	Let me demonstrate how to use this tool.	3	4486	3901
portion	n.	/ˈpɔːrʃən/	部分	He ate a large portion of the cake.	3	4364	3902
exceptional	adj.	/ɪkˈsepʃənəl/	例外的；优越的；优越的，杰出的	She is an exceptional student.	2	0	3903
cornerstone	n.	/ˈkɔːrnərstoʊn/	基石	Honesty is the cornerstone of trust.	2	0	3904
preparatory	adj.	/prɪˈpærətɔːri/	预备的	This is a preparatory course for university.	2	0	3905
commercial	adj.	/kəˈmɜːrʃəl/	商业的，商务的；商品化的，商业性的	We saw a funny commercial on TV.	3	4502	3906
memorable	adj.	/ˈmemərəbəl/	值得纪念的	It was a memorable day.	2	0	3907
superficial	adj.	/ˌsuːpərˈfɪʃəl/	表面的；肤浅的；表面的，肤浅的	He only has a superficial understanding.	3	3771	3908
degenerate	n./vi./adj.	/dɪˈdʒenəreɪt/	衰退，堕落，蜕化；衰退的，堕落的；堕落者	The discussion degenerated into an argument.	2	0	3909
bureaucracy	n.	/bjʊˈrɒkrəsi/	官僚主义；官僚机构；官僚主义，官僚作风	The bureaucracy is very slow.	2	0	3910
adoption	n.	/əˈdɑːpʃn/	收养；采纳，采取	They are considering adoption.	2	0	3911
medication	n.	/ˌmedɪˈkeɪʃən/	药物治疗；药物	Take your medication regularly.	3	4476	3912
peripheral	adj.	/pəˈrɪfərəl/	外围的的；末梢的	The park is on the peripheral area of the city.	2	0	3913
authorization	n.	/ˌɔːθəraɪˈzeɪʃən/	授权	You need authorization to access this area.	2	0	3914
evolution	n.	/ˌiːvəˈluːʃən/	演变；进化；发展	Evolution is a slow process.	3	4009	3915
similarity	n.	/ˌsɪməˈlærəti/	类似，相似；类似点	There is a similarity between the two paintings.	2	0	3916
convention	n.	/kənˈvenʃən/	公约，（换俘等）协定；习俗，惯例；公约	The convention will be held in Chicago.	3	4523	3917
combustion	n.	/kəmˈbʌstʃən/	燃烧	Combustion requires fuel and oxygen.	2	0	3918
extinguish	v./vt.	/ɪkˈstɪŋɡwɪʃ/	熄灭；使消亡；熄灭，扑灭	Please extinguish your cigarette.	2	0	3919
deliberate	v./adj.	/dɪˈlɪbərət/	故意的；深思熟虑的；审慎的	It was a deliberate act.	3	4438	3920
discrimination	n.	/dɪˌskrɪmɪˈneɪʃən/	歧视；辨别；识别力	Discrimination is against the law.	3	4473	3921
notoriously	adv.	/noʊˈtɔːriəsli/	臭名昭著地	The area is notoriously dangerous at night.	2	0	3922
vulnerable	adj.	/ˈvʌlnərəbl/	脆弱的,易受影响的；易受伤的，脆弱的；易受攻击…	Children are vulnerable to diseases.	2	0	3923
breakthrough	n.	/ˈbreɪkθruː/	突破性进展；突破，突破性进展，重要的新发现	This discovery was a major breakthrough.	3	4150	3924
solidarity	n.	/ˌsɒlɪˈdærəti/	团结；休戚相关；团结一致	We stand in solidarity with them.	2	0	3925
forthcoming	adj.	/ˌfɔːrθˈkʌmɪŋ/	即将来临的；即将到来的；现成的	The report is forthcoming next week.	2	0	3926
cynical	adj.	/ˈsɪnɪkl/	愤世嫉俗的，怀疑的	He has a cynical view of the world.	2	0	3927
individual	n./adj.	/ˌɪndɪˈvɪdʒuəl/	特殊的；个别的；独特的	Each individual is unique.	3	4538	3928
perception	n.	/pərˈsepʃən/	看法；意识；感知	Our perception of reality is shaped by our experienc	3	4208	3929
commemorate	vt.	/kəˈmeməreɪt/	纪念，庆祝	We commemorate the soldiers who died in the war.	2	0	3930
incredible	adj.	/ɪnˈkredəbl/	难以置信的，惊人的；不能相信的，不可信的，难以…	That's an incredible story!	3	4199	3931
controversy	n.	/ˈkɒntrəvɜːrsi/	争议；争论，辩论，争吵；争论，辩论	The decision caused a lot of controversy.	3	3874	3932
nutrition	n.	/njuːˈtrɪʃən/	营养	Good nutrition is important for health.	2	0	3933
sufficient	adj.	/səˈfɪʃənt/	足够的，充分的	Is there sufficient food for everyone?	3	3862	3934
likelihood	n.	/ˈlaɪklihʊd/	可能（性）；可能，可能性	There is a high likelihood of success.	2	0	3935
profession	n.	/prəˈfeʃən/	职业；公开表示	Teaching is a noble profession.	3	3832	3936
depression	n.	/dɪˈpreʃən/	消沉；不景气萧条期；抑郁，沮丧	She suffered from depression after the accident.	3	4388	3937
supplement	n./vt.	/ˈsʌplɪmənt/	补角；增补，补充；增刊，副刊	I take a vitamin supplement every day.	3	3814	3938
calculation	n.	/ˌkælkjʊˈleɪʃn/	计算	The calculation was incorrect.	3	4444	3939
skeptical	adj.	/ˈskɛptɪkəl/	怀疑的；表示怀疑的	I am skeptical about his claims.	2	0	3940
consistent	adj.	/kənˈsɪstənt/	一致的；前后一致的，连贯的；坚持的，一贯的	His work is always consistent.	3	3812	3941
motivation	n.	/ˌmoʊtɪˈveɪʃən/	激励，刺激	What is your motivation for doing this?	3	4261	3942
documentary	n./adj.	/ˌdɑːkjəˈmentri/	纪录片；纪录的；文献的	We watched a documentary about climate change.	2	0	3943
anniversary	n.	/ˌænɪˈvɜːrsəri/	周年纪念日；周年	Today is our wedding anniversary.	3	3803	3944
coefficient	n.	/ˌkoʊɪˈfɪʃənt/	协同因素；系数，率	The coefficient is important.	2	0	3945
emission	n.	/iˈmɪʃ.ən/	散发；传播；发出物	The factory reduced its emissions.	3	3819	3946
neighborhood	n.	/ˈneɪbərˌhʊd/	附近	This is a quiet neighborhood.	3	4535	3947
peculiarity	n.	/pɪˌkjuːliˈærəti/	特性，独特性；怪癖	That is a strange peculiarity.	2	0	3948
employment	n.	/ɪmˈplɔɪmənt/	工作；雇用；使用	He is looking for employment.	3	4390	3949
undesirable	adj.	/ˌʌndɪˈzaɪərəbəl/	不合需要的；讨厌的	Smoking is undesirable in this area.	2	0	3950
radical	n./adj.	/ˈrædɪkəl/	基本的；激进的；根本的，基本的	He has radical ideas about education.	3	4530	3951
dysfunction	n.	/dɪsˈfʌŋkʃən/	失灵	The family suffered from dysfunction.	2	0	3952
intriguing	adj.	/ɪnˈtriːɡɪŋ/	有趣的	That's an intriguing idea.	2	0	3953
disposable	n./adj.	/dɪˈspoʊzəbl/	可任意使用的；一次性物品，不回收物品	These plates are disposable.	2	0	3954
compression	n.	/kəmˈprɛʃən/	压缩，压紧，浓缩	The compression of the file reduced its size.	2	0	3955
sanction	n./vt.	/ˈsæŋkʃən/	批准，认可；约束因素，约束力；国际制裁	The government imposed sanctions on the country.	3	3777	3956
investigate	v.	/ɪnˈvestɪɡeɪt/	调查，研究	The police will investigate.	3	3798	3957
conversion	n.	/kənˈvɜːrʒən/	转变；转变，变换；改变信仰，皈依	The conversion rate is very low.	3	4079	3958
preference	n.	/ˈprefərəns/	偏爱；喜爱，偏爱；优先	I have a preference for tea.	3	4090	3959
tropical	adj.	/ˈtrɑːpɪkl/	热带的；（天气）湿热的	Hawaii has a tropical climate.	3	3951	3960
implement	n./v./vt.	/ˈɪmplɪˌment/	工具；贯彻；使生效，履行，实施	We need to implement the new policy.	3	4116	3961
satisfactorily	adv.	/ˌsætɪsˈfæktərəli/	圆满地	The work was completed satisfactorily.	2	0	3962
underscore	v.	/ˌʌndərˈskɔːr/	强调	Please underscore the important words.	2	0	3963
displacement	n.	/dɪsˈpleɪsmənt/	移置；免职；置换	The flood caused a large displacement of people.	2	0	3964
superiority	n.	/səˌpɪəriˈɒrɪti/	优越（性），优势；优越，优等	His superiority in math is obvious.	2	0	3965
earthenware	n.	/ˈɜːrθənwer/	陶器	She collected earthenware pots.	2	0	3966
restructure	v.	/ˌriːˈstrʌktʃər/	调整，重建	The company needs to restructure.	2	0	3967
disintegration	n.	/dɪsˌɪntɪˈɡreɪʃən/	破裂，分裂；瓦解	The disintegration of the empire was rapid.	2	0	3968
air-conditioning	n.	/ˈeər kənˌdɪʃənɪŋ/	空调设备，空调系统	Turn on the air-conditioning.	2	0	3969
notwithstanding	adv./prep.	/ˌnɒtwɪθˈstændɪŋ/	尽管，虽然；尽管	Notwithstanding the rain, we went for a walk.	2	0	3970
transition	n.	/trænˈzɪʃən/	过渡；转变，变迁；过渡，转变	The transition was difficult.	2	0	3971
infectious	adj.	/ɪnˈfekʃəs/	感染的，传染的；传染的；感染性的	The disease is highly infectious.	2	0	3972
calibration	n.	/ˌkælɪˈbreɪʃən/	校准；标定，刻度	The instrument needs calibration.	2	0	3973
distinguish	v./vt.	/dɪˈstɪŋɡwɪʃ/	使显出特色，使杰出；区别，辨别，识别；使杰出	Can you distinguish the difference?	3	4349	3974
justifiable	adj.	/ˌdʒʌstɪˈfaɪəbəl/	理所应当的	His actions were justifiable.	2	0	3975
maintenance	n.	/ˈmeɪntənəns/	维修；扶养费；维持	The car needs regular maintenance.	3	3969	3976
reputation	n.	/ˌrɛpjəˈteɪʃən/	名誉，名气，名声	The restaurant has a good reputation.	3	3946	3977
constituent	n./adj.	/kənˈstɪtʃuənt/	构成的；选民；组成的，构成的	He is a constituent of the district.	2	0	3978
authorities	n.	/ɔːˈθɒrətiz/	当局	The authorities are investigating the crime.	2	0	3979
deflection	n.	/dɪˈflekʃən/	偏斜，歪斜；偏差	The ball's deflection surprised everyone.	2	0	3980
rhetorical	adj.	/rɪˈtɔːrɪkl/	修辞的	That was a rhetorical question.	2	0	3981
contamination	n.	/kənˌtæmɪˈneɪʃən/	污染	The water supply suffered contamination.	2	0	3982
conservative	n./adj.	/kənˈsɜːrvətɪv/	保守的；保守的，守旧的；不时兴的，传统的	He has conservative political views.	3	4422	3983
typical	adj.	/ˈtɪpɪkəl/	典型的；典型的，有代表性的	This is a typical example of his work.	3	4387	3984
junction	n.	/ˈdʒʌŋkʃən/	连接点，汇合处；联结点，交叉点，枢纽	This is a dangerous junction.	2	0	3985
convincing	adj.	/kənˈvɪnsɪŋ/	令人信服的	That's a convincing argument.	3	4132	3986
conception	n.	/kənˈsepʃən/	概念，观念，想法；思想，观念，概念；构想，设想	The conception of the project was brilliant.	2	0	3987
astonishment	n.	/əˈstɑːnɪʃmənt/	惊奇，惊讶	He looked at her in astonishment.	2	0	3988
compensate	v.	/ˈkɑːmpenseɪt/	弥补；补偿，赔偿；补偿，弥补	The company will compensate you for your loss.	3	4136	3989
distribution	n.	/ˌdɪstrɪˈbjuːʃən/	分布，分配；分发，分配，分布	The distribution of wealth is unequal.	3	4392	3990
session	n.	/ˈseʃən/	会议，学年	The therapy session lasted an hour.	3	4013	3991
